image_path,plate_text,line_count,char_count,is_valid_format,source_dataset,confidence_note
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/0_jpg.rf.7b00e9b620a815161f9df08554976e69.jpg,0123456789ABCDEFGHKLMNPSTUVXYZ,3,30,False,roboflow_ocr_plate,clustered_into_3_lines_not_a_plate;30_characters_above_plate_maximum;no_matching_plate_pattern
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/10PlateBaza299_jpg.rf.6b8863d1fc063741be6937867d2fff48.jpg,ZG8894AB,2,8,False,roboflow_ocr_plate,non_vietnamese_source_image;valid_only_after_normalizer_correction
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/10xemay112_jpg.rf.6240b354b5a3ddea601dfcbc5dde6dac.jpg,54T15417,2,8,True,roboflow_ocr_plate,ok;split=train
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/10xemay1217_jpg.rf.53d12c71bdf912e148e3904cb9b5c54d.jpg,59L214999,2,9,True,roboflow_ocr_plate,ok;split=train
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/10xemay1270_jpg.rf.4c36473cfd20340ef19552575bd1c46a.jpg,59Y173221,2,9,True,roboflow_ocr_plate,ok;split=train
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/10xemay1329_jpg.rf.792dc6633a9b8d4150472fa7b13b3c44.jpg,54V81990,2,8,True,roboflow_ocr_plate,ok;split=train
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/10xemay1332_jpg.rf.47aecdefac49981396c433591ef261d9.jpg,59A303615,2,9,True,roboflow_ocr_plate,ok;split=train
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/10xemay1390_jpg.rf.67c1831aa2f6bc8a87fa60f78ca2cbe8.jpg,63F68411,2,8,True,roboflow_ocr_plate,ok;split=train
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/10xemay1457_jpg.rf.bf7c264953c7939bad3657c66709497a.jpg,60F141516,2,9,True,roboflow_ocr_plate,ok;split=train
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/10xemay1470_jpg.rf.d7c3343552bc3ab6eaf9eef09a40d00d.jpg,52S24832,2,8,True,roboflow_ocr_plate,ok;split=train
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/10xemay1510_jpg.rf.c660ad486d0d37ea03b8ce9b959d9352.jpg,59X169592,2,9,True,roboflow_ocr_plate,ok;split=train
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/10xemay1572_jpg.rf.0f37ec12877328e8f5364e1603a336b6.jpg,54Y88280,2,8,True,roboflow_ocr_plate,ok;split=train
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/10xemay1586_jpg.rf.32c2dc3c9f0ae69bb0365dac3e824737.jpg,51Z74533,2,8,True,roboflow_ocr_plate,ok;split=train
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/10xemay1596_jpg.rf.c58352c460837496b6ac9bea2f851cc5.jpg,59TA00329,2,9,True,roboflow_ocr_plate,ok;split=train
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/10xemay1825_jpg.rf.849bd4b6533c90e5703acef430e1f046.jpg,59U135226,2,9,True,roboflow_ocr_plate,ok;split=train
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/10xemay187_jpg.rf.f8a35db7f78efd34d88d73f880d0573e.jpg,79T26658,2,8,True,roboflow_ocr_plate,ok;split=train
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/10xemay2052_jpg.rf.f1c4c0db8ad753e055795ecce5679947.jpg,55F114927,2,9,True,roboflow_ocr_plate,ok;split=train
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/10xemay2215_jpg.rf.79ea46422270a9632db3313acf9d9d68.jpg,59T159973,2,9,True,roboflow_ocr_plate,ok;split=train
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/10xemay2271_jpg.rf.9c4e914958e8ef4ea0c094bc56766dda.jpg,54K48147,2,8,True,roboflow_ocr_plate,ok;split=train
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/10xemay272_jpg.rf.1549c445dcfc056f2ea8532dd00fb493.jpg,59M121704,2,9,True,roboflow_ocr_plate,ok;split=train
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/10xemay330_jpg.rf.3aed8ebad548dd8b861bcde1804b903f.jpg,59C201909,2,9,True,roboflow_ocr_plate,ok;split=train
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/10xemay45_jpg.rf.0314c00bb165b95ec1e00820748b3e62.jpg,72C112511,2,9,True,roboflow_ocr_plate,ok;split=train
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/10xemay47_jpg.rf.937a92500e5079ec27063e29a40044e0.jpg,59K190300,2,9,True,roboflow_ocr_plate,ok;split=train
D:/DATN/datasets/raw/roboflow_ocr_plate/train/images/10xemay581_jpg.rf.0ff23dc6817cd43ea13dd18511c77ea7.jpg,51K61392,2,8,True,roboflow_ocr_plate,ok;split=train
