group_id,image,dataset,group_size,datasets_in_group,is_cross_dataset,action
1,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000034.png,hf_vn_plates_segment,2,hf_vn_plates_segment,False,keep
1,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_003596.png,hf_vn_plates_segment,2,hf_vn_plates_segment,False,remove
2,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000049.png,hf_vn_plates_segment,3,hf_vn_plates_segment,False,keep
2,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000172.png,hf_vn_plates_segment,3,hf_vn_plates_segment,False,remove
2,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_003612.png,hf_vn_plates_segment,3,hf_vn_plates_segment,False,remove
3,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000052.png,hf_vn_plates_segment,5,hf_vn_plates_segment,False,keep
3,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000175.png,hf_vn_plates_segment,5,hf_vn_plates_segment,False,remove
3,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000343.png,hf_vn_plates_segment,5,hf_vn_plates_segment,False,remove
3,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000497.png,hf_vn_plates_segment,5,hf_vn_plates_segment,False,remove
3,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_003546.png,hf_vn_plates_segment,5,hf_vn_plates_segment,False,remove
4,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000053.png,hf_vn_plates_segment,2,hf_vn_plates_segment,False,keep
4,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000176.png,hf_vn_plates_segment,2,hf_vn_plates_segment,False,remove
5,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000061.png,hf_vn_plates_segment,2,hf_vn_plates_segment,False,keep
5,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_003548.png,hf_vn_plates_segment,2,hf_vn_plates_segment,False,remove
6,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000075.png,hf_vn_plates_segment,2,hf_vn_plates_segment,False,keep
6,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000180.png,hf_vn_plates_segment,2,hf_vn_plates_segment,False,remove
7,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000079.png,hf_vn_plates_segment,2,hf_vn_plates_segment,False,keep
7,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_003622.png,hf_vn_plates_segment,2,hf_vn_plates_segment,False,remove
8,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000081.png,hf_vn_plates_segment,2,hf_vn_plates_segment,False,keep
8,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000093.png,hf_vn_plates_segment,2,hf_vn_plates_segment,False,remove
9,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000085.png,hf_vn_plates_segment,2,hf_vn_plates_segment,False,keep
9,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000550.png,hf_vn_plates_segment,2,hf_vn_plates_segment,False,remove
10,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000086.png,hf_vn_plates_segment,3,hf_vn_plates_segment,False,keep
10,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000519.png,hf_vn_plates_segment,3,hf_vn_plates_segment,False,remove
10,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000551.png,hf_vn_plates_segment,3,hf_vn_plates_segment,False,remove
11,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000088.png,hf_vn_plates_segment,3,hf_vn_plates_segment,False,keep
11,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000362.png,hf_vn_plates_segment,3,hf_vn_plates_segment,False,remove
11,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000668.png,hf_vn_plates_segment,3,hf_vn_plates_segment,False,remove
12,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000094.png,hf_vn_plates_segment,2,hf_vn_plates_segment,False,keep
12,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000652.png,hf_vn_plates_segment,2,hf_vn_plates_segment,False,remove
13,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000096.png,hf_vn_plates_segment,3,hf_vn_plates_segment,False,keep
13,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000098.png,hf_vn_plates_segment,3,hf_vn_plates_segment,False,remove
13,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000158.png,hf_vn_plates_segment,3,hf_vn_plates_segment,False,remove
14,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000097.png,hf_vn_plates_segment,3,hf_vn_plates_segment,False,keep
14,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000099.png,hf_vn_plates_segment,3,hf_vn_plates_segment,False,remove
14,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000506.png,hf_vn_plates_segment,3,hf_vn_plates_segment,False,remove
15,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000117.png,hf_vn_plates_segment,2,hf_vn_plates_segment,False,keep
15,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000413.png,hf_vn_plates_segment,2,hf_vn_plates_segment,False,remove
16,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000121.png,hf_vn_plates_segment,2,hf_vn_plates_segment,False,keep
16,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000415.png,hf_vn_plates_segment,2,hf_vn_plates_segment,False,remove
17,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000123.png,hf_vn_plates_segment,2,hf_vn_plates_segment,False,keep
17,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_003510.png,hf_vn_plates_segment,2,hf_vn_plates_segment,False,remove
18,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000124.png,hf_vn_plates_segment,3,hf_vn_plates_segment,False,keep
18,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000244.png,hf_vn_plates_segment,3,hf_vn_plates_segment,False,remove
18,D:\DATN\datasets\processed\merged_v2\images\hf_vn_plates_segment_000573.png,hf_vn_plates_segment,3,hf_vn_plates_segment,False,remove
